CustomerID,FirstName,LastName,Email,PhoneNumber,Address,City,State,PostalCode,Country,DateOfBirth,Gender
853c80d8-7f25-4988-a70c-6e4bc405b9ed,Alicia,Gamble,dayamanda@davis.com,+1-455-480-8161,1172 Navarro Lodge Apt. 564,Donaldshire,New Hampshire,72076,Uruguay,1964-12-11,Female
c3e77fa3-b25e-409c-933b-4b0713445349,Robin,Larson,seancummings@ortiz.com,834-085-4620x3943,0066 Heather Springs Apt. 563,Kaylahaven,Minnesota,74609,Cape Verde,1992-11-12,Male
5c9c2fbb-caa3-466b-af61-9c45e008bceb,Christopher,Lewis,ybaxter@rivera-lee.com,001-990-733-4227,13666 Dustin Heights,Dianashire,Indiana,39569,Libyan Arab Jamahiriya,1969-08-14,Female
ea6a4784-c972-4b31-b650-d0f82be9f551,Daniel,Nunez,wademichael@hotmail.com,001-015-734-4101,73786 Mcmahon Drives Apt. 871,Garrettmouth,Washington,23987,Belgium,1982-02-25,Female
a791d15f-a2b8-495c-8f84-89d06dec757a,Katrina,Salazar,jenniferbyrd@yahoo.com,2448469071,7857 Denise Fords Suite 757,Port Hannah,Mississippi,08937,Equatorial Guinea,1987-09-10,Female
2321da5b-0df1-4d85-bafe-cbc5c9d2da4f,Ariana,Matthews,thompsonadam@hotmail.com,001-878-742-0654,00361 Tanya Mountains Apt. 140,South Catherine,California,02985,El Salvador,1953-07-06,Male
5f1c53d8-e5a4-4112-a740-4519741df768,Samuel,Fritz,johnrobinson@barrett.com,(109)003-6407,82155 Melanie Springs Apt. 884,East Jacob,California,13765,France,1971-10-23,Male
9181e4fe-0126-4784-b50d-9119d7070e1d,Nancy,Romero,watsonraymond@ochoa.net,9495300003,14470 Rodney Greens Suite 991,New David,Mississippi,35533,United States Virgin Islands,1968-06-27,Male
dcf8ad57-115a-44b2-94e1-c31a22d577b5,Brian,Ortiz,mindy02@yahoo.com,331-658-1229x38148,53799 Sydney Parkways Apt. 735,Matthewtown,Nevada,99089,Turks and Caicos Islands,1987-08-24,Male
29a0bb36-e49a-416b-a3c7-b53939cccfce,Jessica,Stewart,john56@yahoo.com,001-843-316-3230x561,890 Hernandez Knolls,Perryport,Wyoming,38400,Gibraltar,1972-09-14,Male
1c09149e-a501-47f6-b469-8883c738887f,Joanne,Ritter,itaylor@gomez.com,001-553-145-9017x893,7131 Jamie Rue,West Nathan,Maryland,91568,Fiji,2001-06-20,Female
fdb83134-4729-4afe-ba8b-3cd638a929d5,Erika,Morgan,fred16@woodard.net,+1-505-017-7038x01616,9949 Smith Wall,New Jayburgh,Rhode Island,23760,Kyrgyz Republic,1955-09-27,Female
3a8975df-c5f8-4f9c-9c43-c43d3837b8b9,Shawn,Smith,ygilmore@roberson-walton.info,998-129-0777x46300,7399 Amanda Flats Suite 324,South Monica,South Carolina,14378,Reunion,1961-01-17,Male
62328f1b-b209-4467-a04d-a7f5388988d9,Patrick,Brown,zhernandez@hotmail.com,(871)465-5656x40375,50663 Rollins Run,Florestown,Indiana,83734,French Southern Territories,1948-09-07,Female
7f08fe9c-a8fa-4d90-af42-2f36325bdf6c,Jason,Huynh,joedominguez@walsh-carter.com,870.279.1047,88254 Jackson Islands Suite 457,Rosalesburgh,Rhode Island,59994,Cote d'Ivoire,1961-07-30,Male
acb5fa79-4b9e-4355-9cd6-6024862a430f,Kathy,Pearson,ybrown@yahoo.com,057-571-1844x96571,768 Raymond Keys Apt. 509,Duffychester,Iowa,90218,Saint Barthelemy,1947-08-15,Male
c306f076-3bf8-4730-9b71-34b6a330fbd1,Tanya,Robertson,ginawagner@dunn.com,072-890-9996x47498,2337 Tina Trafficway,Lisaborough,Oregon,94452,Greece,1953-10-01,Female
91b86c46-e4c8-4f8b-8c5d-8c4caf8f2e70,Bryan,Cruz,marydelacruz@norris-gilbert.com,001-430-051-7447x64385,565 Amanda Trail,New Thomas,Pennsylvania,50918,Mali,1967-06-15,Female
603fb7af-ec68-42dd-b4dc-26707bfcbecd,Lauren,Ferguson,hernandezjonathan@villanueva.com,001-685-189-7038x6066,15684 Trevor Extensions,Abigailfort,Mississippi,13338,Syrian Arab Republic,2003-11-08,Female
d4d3ee26-d667-4c5f-908f-91c471d0ca84,Jennifer,Peterson,rhernandez@gmail.com,727-482-2913,0185 Patterson Forks,Port Robertfort,Washington,79642,Morocco,1978-07-17,Female
cfb9901c-6fdb-40d0-bc51-c6664db8fed7,Pamela,Ponce,anthony87@gmail.com,+1-841-950-9242x57365,5973 Butler Streets,Russellfort,Illinois,21428,Lesotho,1947-01-26,Female
3808c5bc-5b40-47d0-8400-ea298fb4dbf6,Kimberly,Williams,danstone@yang.com,026.216.5837x01138,81910 Jonathan Mount,West Vanessa,Maine,75266,Monaco,1985-03-28,Female
d607c509-4c5b-4744-9641-a0200cbc738e,Jeffrey,Ramirez,qmartin@allen.org,(760)929-0410x6023,30976 Wade Fords Suite 157,Riveratown,Texas,04713,Thailand,1951-06-11,Male
c6140508-6323-486a-a95b-86bc128a267c,Brittany,Ruiz,qgordon@williams.com,001-840-653-3350x9101,9186 Fuller Unions,South Shannon,Iowa,77563,Bermuda,1996-02-09,Male
b45cd6bf-8cf0-43bd-82ce-19757af172b4,Walter,White,martha21@green.com,(133)440-1287,211 Lisa Parkways Apt. 327,South Morgan,South Carolina,65464,Bosnia and Herzegovina,2002-06-13,Female
88d69fe4-ddf4-4b08-bfbc-5cc0e9148eb3,Michael,Stephens,knewman@anderson.biz,(883)353-9706x970,52057 Angela Ridge Suite 498,East Elizabeth,New Mexico,15619,Qatar,1992-02-02,Male
c7580efb-d00f-4a33-8647-1ed8da8e3cb6,Jamie,Roberts,adrian95@yahoo.com,+1-109-070-2104x41113,559 Johnson Village,Chandlerfurt,Maine,80691,Anguilla,1959-11-06,Female
44ac2a9a-8797-4783-b02a-79a6bf5598a1,Michael,Poole,dlee@adams.net,429.064.3009,792 Mary Stream,Kennethfurt,North Carolina,91811,Sierra Leone,1948-11-30,Male
321781b6-f69f-4cc0-b1e7-09d13e34ac07,William,Robinson,kirkbarbara@hotmail.com,345-844-6711x632,5877 Clark Plains,Sweeneyville,West Virginia,28933,New Zealand,1976-02-10,Female
e290eb56-d005-4110-9eb9-62ad2316500e,Kyle,Matthews,johnsoncharles@lyons.com,117.477.0488x75972,079 Susan Ramp,Lake Austin,Delaware,51105,Guadeloupe,1971-12-08,Male
09c8449d-e9c4-4141-bac1-f6a3a8261671,Michael,Vargas,roberthall@yahoo.com,715.492.4038x443,1875 Kevin Cove,East Jeffreyside,Idaho,49393,Sri Lanka,1966-04-01,Male
ae4027fe-3c0f-4d28-93dd-12bfeb9e40e3,Jesse,Lee,yscott@miller-brown.org,(380)829-9422,79483 Wilson Fords Apt. 224,Torresport,Illinois,45483,Costa Rica,1952-10-17,Female
5a8d5cdb-2fba-4ec2-ada6-a566ce24890a,Steven,Hartman,kathrynprice@bailey.info,+1-266-763-9049x80790,920 Candice Fall Apt. 045,Lake Kevinfurt,Connecticut,50198,Ireland,1993-10-09,Female
677518f9-ac58-4398-a5ca-d1275ca52c24,Mark,Harris,mistyramos@edwards-hayes.com,001-147-912-4838,695 Nancy Park Apt. 122,Joshuaberg,Kansas,21717,Guernsey,1966-10-28,Female
bb1892c1-a408-4e74-b5af-56a752b88ab6,Felicia,Walker,irwinwyatt@stephens.com,(773)786-4318x7694,12378 Brian Ferry Suite 203,East Caroline,Michigan,46315,Singapore,1976-05-06,Female
a406648e-d9be-43dc-99ad-10d2a326d9c9,Kyle,Kramer,christopher61@hotmail.com,001-795-956-1102x89530,146 Carter Islands,Brownbury,Louisiana,92150,Greenland,1971-10-06,Male
785c313c-56fe-413b-ab59-b7eeff35a292,Kristina,Nguyen,joycelawrence@collier.com,001-493-858-3329,2146 Shelton Hill Suite 530,Thomasland,Florida,30808,Malta,1952-05-14,Female
9667d0b7-fab6-4c40-9aa2-ab320d98df7a,Timothy,Richards,pryan@hotmail.com,(199)376-8583x0049,233 Boyer Well Apt. 203,New Adamshire,Delaware,08835,Pakistan,1946-06-03,Female
40a75e07-16b7-4ddb-a700-fbb57d15d86a,James,Moore,arose@gmail.com,(915)618-5010x440,55427 Webster Run,North David,Hawaii,65767,Namibia,1978-09-28,Female
d4517ac9-3714-445f-a6c2-460639dba9ed,Shawn,Ryan,espinozastacey@smith.com,901-884-2456x16048,9574 Michelle Park Apt. 103,Jeremyhaven,Iowa,93849,Comoros,1977-12-03,Male
d3a3c894-1226-4951-b0c0-325ff8979f84,Kenneth,Phillips,vharvey@hotmail.com,(330)352-4308x66853,1205 David Cliff,North Jenniferville,Georgia,49927,Tokelau,1985-05-26,Male
2b18e575-0706-4252-a745-0e37ce69d61c,Kevin,Alexander,drakefrederick@kim.org,(896)512-1827,90431 Scott Oval,West Nicole,Rhode Island,73390,Jordan,2004-11-12,Male
c5d476a8-30cf-4c3d-972f-bbcc966990ca,Stephen,Faulkner,zrodriguez@martinez.org,081.065.3356,76446 Reyes Drives,North Casey,Arizona,42116,Trinidad and Tobago,1984-12-17,Female
ca037db7-919d-41b0-8f9a-3a9e10eed818,Michael,Mcdonald,richardkelly@hotmail.com,679.969.4991x24289,2914 Torres Mews Apt. 738,Latoyatown,Wisconsin,80026,Peru,1978-08-29,Male
25156c23-e459-484c-bf02-362f839cfad8,Kyle,Russell,uho@hotmail.com,001-635-001-9861x6535,552 Morgan Glens Suite 442,Richardsbury,Rhode Island,14205,Denmark,2004-12-01,Male
72d7b42e-5821-4cb5-b074-d40d6c590bba,Susan,West,sarah40@allen.com,001-704-273-3511x477,5982 Kim Crossroad Suite 418,Meredithburgh,Virginia,62496,Israel,2003-07-08,Male
c8fb5675-9cc5-4ea7-8d5e-f364e3477813,John,Hill,gregg31@yahoo.com,001-665-711-8327x39540,57494 White Bridge,Frankmouth,New Hampshire,16272,Uganda,1973-05-16,Female
7725866b-ecc2-4461-bebb-defb2a6baca4,Emily,Singleton,johnsonemily@yahoo.com,429.771.5684,7594 Danny Club Apt. 671,Masseytown,Ohio,23866,Cambodia,1995-09-17,Female
cf263142-c1b0-4e8f-9fcb-5d1cca227222,Laura,Sandoval,sarahrogers@gmail.com,621.527.1250x1444,367 Joseph Trail,Hudsonport,Mississippi,71241,Mexico,1969-08-07,Female
7ceab178-c1f6-4432-bf0c-80f0484b4981,Keith,Miller,thomas30@johnson.com,011-474-2645x4669,763 Elizabeth Heights Apt. 192,West Sherri,Maine,36808,Botswana,1965-03-02,Male
fc955b31-574d-413f-89ce-43eac2162f2a,Daniel,Gonzalez,alyssa04@pearson.com,+1-339-520-0031x07143,623 Shawn Flats Apt. 899,Carrollfort,Georgia,53847,New Caledonia,2000-03-25,Female
87afc4ad-2d67-41d6-b50f-855c05c4b651,Sherry,Romero,autumnrivas@bender-martin.biz,(966)436-6968x371,978 Mark Trail,Tonyashire,Wisconsin,37543,Serbia,1982-09-15,Female
50bc22b1-78b6-47fc-a48e-62fe265679f7,Miranda,Moreno,milesmargaret@manning-wade.com,001-304-641-8900,316 Jasmine Ramp,Charlesbury,New Mexico,74752,Vietnam,1949-10-16,Male
f7667fd0-54a3-423b-886a-69d59c80b159,Monica,Mills,stephenbrooks@gmail.com,478-063-6792,80838 Johnson Curve Apt. 813,South Nathan,California,54125,Wallis and Futuna,1957-02-25,Male
b7b31629-e2a4-4f4b-bfcf-dd14b3a13fed,Jennifer,Thomas,taustin@moore-conley.com,653-336-2643x2055,3720 Anna Fords,Stevenchester,Iowa,69833,Brunei Darussalam,1995-09-07,Female
79a66689-7909-4336-9bbc-0ef9f3586192,Henry,Leonard,georgerichard@wall.org,(370)688-1470x5707,295 Murphy Circle,East Briannatown,Colorado,54745,Sierra Leone,1962-02-01,Male
d41bc502-af6d-4043-ae6a-855aee83f4b3,Jared,Rogers,jpeters@gmail.com,617.707.3033,821 Avila Lock Suite 200,Port Coreyville,California,27372,India,1965-06-21,Female
4f727f99-782d-4d9f-87e5-9124046a8c72,Joshua,Brady,deanna54@gmail.com,006-507-9523x289,7723 Cardenas Squares,Lake Jeffreyland,Louisiana,59389,Latvia,1967-02-06,Male
69fdbc18-62ef-441c-9380-5c1a5401a0f3,Debra,Thomas,bradleysmith@gmail.com,001-074-591-6456,5538 Bates Overpass Apt. 004,Tammyburgh,South Carolina,98336,Mozambique,1975-11-12,Female
74cdb511-379a-4cf1-bc3d-e7cd16cb9b77,Nicole,Torres,megansolomon@gmail.com,001-842-649-4051x95585,834 William Island,New Joseph,Kansas,51820,Guatemala,2001-12-02,Female
6d831b9a-d73f-4ef5-8201-98ef50aed71d,Amber,Salas,osullivan@hotmail.com,+1-141-572-8781,21458 Matthew Alley Apt. 571,South Elizabeth,Kentucky,07174,Albania,1984-07-19,Male
9d0aaa19-e329-45dc-9f0a-5f035fb6693c,Margaret,Ryan,samantha89@gmail.com,001-637-742-6033,114 Matthew Squares Apt. 611,North Grant,Illinois,26782,Yemen,1980-01-13,Male
0bf8b565-5077-4a47-83c8-e8ce04894893,Micheal,Miller,kimberly38@hill.com,+1-731-950-9423x087,362 Hodges Pass Apt. 713,Coxchester,Kentucky,23522,Saint Vincent and the Grenadines,1943-11-07,Female
db2d80a2-6449-458b-94e1-9f27f6008b69,Sarah,Valencia,valerie19@hotmail.com,001-058-769-7130x5645,52151 Kerr Locks Apt. 592,Wagnerview,Minnesota,21772,Monaco,1947-06-17,Female
74ac70a6-8ab4-4579-9f98-2c5da81eb1e8,Daniel,Kennedy,jonathanramos@yahoo.com,+1-388-872-7277x8598,21567 Dean Lodge,New Sarahberg,Hawaii,34870,Northern Mariana Islands,1991-05-21,Female
c99b5949-4a8c-4d55-97c3-bde3867ac59c,Frank,Jackson,wheelermichael@hotmail.com,+1-389-652-9897x816,5795 Bryant Walk Apt. 777,Port Jason,Idaho,92836,Bouvet Island (Bouvetoya),1986-07-10,Female
